Machine_ID,Week_Start_Date,Scheduled_Hours,Actual_Uptime_Hours,Uptime_Percentage,Downtime_Reason,Downtime_Duration,Maintenance_Type,Machine_Location,Machine_Model,Operator_Shift,Last_Maintenance_Date,Number_of_Breakdowns,MTBF_Hours,MTTR_Hours,Energy_Consumption_kWh,Output_Quantity,Fixed_Cost_Per_Hour,Variable_Cost_Per_Unit,Energy_Cost_Per_kWh,Maintenance_Parts_Cost,Labor_Cost,Reject_Quantity,Cycle_Time_Per_Unit(hr),Setup_Time,Utilization_Rate,Breakdown_Type,Parts_Replaced,Maintenance_Cost_Type,Quantity_Sold,Fixed_Cost_Per_Unit,Head_On_Cost_Per_Unit,Operator_Shift.1,Selling_Price_Per_Unit,Fixed_Cost,Variable_Cost,Base_Cost,Head_On_Cost,Total_Cost_Per_Unit,Total_Revenue,DownTime_Time_Cost_hr,DownTime_Cost,Profit_margin(%),Net_Profit
MCH014,2025-05-13,168,143.0,88.89,Preventive Maintenance,0.0,Emergency,Plant B,TX-300,Evening,2025-04-21,4,150.02,1.88,3598.53,1912,60,13.96590134,0.12,1373,2548.0,16,0.070885157,2.294327665,11.9047619,Mechanical,"Shaft, Belt",Corrective,1867,5.345454545,2.74956638,Night,28.15217173,10080,18914.49349,34997.42299,7020.398781,21.1516844,48897.30002,150,4564.5,12.97098292,13041.8574
MCH024,2025-05-13,168,168.0,76.54,Preventive Maintenance,35.16,Unscheduled,Plant A,TX-100,Evening,2025-05-05,2,46.35,24.0,3606.91,1251,50,13.63480524,0.12,1899,3289.8,6,0.088502496,1.560944305,73.93452381,Electrical,"Misc Part, Valve",Preventive,2233,5.017921147,2.760630213,Night,29.16764142,10080,23850.49865,33930.49865,3870.19886,23.12389941,42654.98603,150,2838.0,11.41105749,3827.845214
MCH050,2025-05-13,168,137.57,89.29,Power Outage,148.0,Unscheduled,Plant A,TX-100,Morning,2025-04-06,3,165.02,4.83,3083.52,2200,50,13.01479534,0.12,1359,2644.0,14,0.0670583,1.0,72.61904762,Electrical,Bearing,Corrective,1964,4.587657018,3.210360833,Night,29.84684557,11760,26785.25439,31025.50136,5197.795951,20.90188328,68913.21945,150,-109.5,22.62491381,-89.12133801
MCH032,2025-05-13,168,160.82,97.91,Operator Delay,33.79,Scheduled,Plant A,TX-200,Morning,2025-04-05,3,54.83,2.39,3746.52,1723,60,10.43787544,0.12,1758,2724.6,19,0.076130031,2.874331011,101.0654762,Mechanical,Contactor,Preventive,1489,7.210300429,3.290536144,Night,29.16764142,10080,17243.95805,21856.86459,8775.795247,21.77689326,50567.65984,150,2811.0,24.31320561,8199.621681
MCH025,2025-05-13,168,150.68,79.07,Preventive Maintenance,11.84,Emergency,Plant B,TX-200,Night,2025-04-22,0,40.98,4.83,2912.93,1912,60,13.84848789,0.12,1507,2637.6,5,0.097521982,1.864567757,76.54166667,Mechanical,Belt,Corrective,1349,8.115942029,3.80218422,Evening,26.67951181,8400,24153.60294,28994.49349,5358.881155,21.34851335,2549.121652,150,5068.5,8.611335162,5809.008085
MCH011,2025-05-13,168,136.44,85.12,Electrical Fault,-1.79,Scheduled,Plant C,TX-100,Evening,2025-03-31,3,46.35,2.63,3040.67,2247,50,13.84526115,0.12,1204,2751.4,10,0.0672,2.973644951,89.69047619,Other,Capacitor,Preventive,1718,5.880980163,3.65923417,Evening,24.40342696,10080,23736.30824,38198.98641,5197.795951,23.45001484,51276.84699,150,1776.0,3.741631492,8081.600547
MCH023,2025-05-13,168,131.88,92.47,Preventive Maintenance,18.74,Scheduled,Plant B,TX-200,Night,2025-03-19,2,54.99,2.76,3132.11,2203,70,11.72896314,0.12,1970,2684.2,5,0.07672664,2.973644951,92.4702381,Mechanical,Misc Part,Preventive,2200,6.288209607,3.738881149,Night,20.71105926,8400,21063.20452,24338.13785,6559.700543,22.30096864,46310.37459,150,-109.5,-4.102136184,6264.91481
MCH005,2025-05-13,168,155.57,98.84,Gearbox Failure,0.0,Unscheduled,Plant A,TX-200,Morning,2025-03-22,0,40.69,1.56,3921.91,2231,60,12.93563968,0.12,1758,2860.0,5,0.097521982,2.874331011,75.83333333,Electrical,"Contactor, Fuse",Corrective,1705,5.566600398,3.864286766,Night,29.16764142,8400,28155.44534,38554.97323,4230.111276,24.24865207,55130.83736,150,4423.5,7.63544456,1825.700208
MCH050,2025-05-13,168,134.21,88.89,Gearbox Failure,2.98,Emergency,Plant C,TX-200,Morning,2025-04-04,2,79.84,4.26,3070.37,1953,60,13.52654853,0.12,1847,2838.8,7,0.095103489,3.201635036,98.19642857,Mechanical,"Valve, Sensor",Preventive,2195,5.271966527,3.728178465,Evening,23.29313591,8400,21323.0828,21856.86459,6704.971735,24.24865207,50567.65984,150,340.5,21.87380657,3368.784038
MCH013,2025-05-13,168,145.22,81.09,Power Outage,31.77,Scheduled,Plant C,TX-100,Evening,2025-04-25,5,39.04,1.24,2774.42,2226,50,10.43787544,0.12,1851,2000.0,0,0.073967543,3.299294794,73.93452381,Electrical,"Relay, Contactor",Corrective,1708,6.288209607,3.656281163,Morning,26.11769441,8400,27162.74472,35096.03538,3771.020871,20.46910002,55130.83736,150,6889.5,30.06021758,9998.549624
MCH034,2025-05-13,168,127.4,89.29,Operator Delay,1.63,Scheduled,Plant C,TX-100,Morning,2025-04-22,1,69.50297872,1.2,3674.35,1270,70,10.00448045,0.12,1899,3013.6,10,0.076130031,3.188881345,88.73809524,Electrical,"Shaft, Bearing",Preventive,1689,3.812982297,3.759920747,Night,27.66179235,11760,25016.03538,9701.479534,5210.93834,25.72550941,39734.31104,150,4765.5,7.63544456,-89.12133801
MCH026,2025-05-13,168,148.2,82.76,Power Outage,26.06,Scheduled,Plant B,TX-200,Night,2025-04-25,7,75.34,2.44,4034.79,100,60,11.13337179,0.12,1373,2746.4,16,0.097521982,2.496495396,96.4702381,Mechanical,HMI Panel,Corrective,1823,5.891291642,2.50154422,Morning,22.25237503,11760,21063.20452,32823.20452,7020.398781,21.77689326,44759.40889,150,3267.0,24.16743703,11397.20729
MCH003,2025-05-13,168,141.94,78.68,Electrical Fault,17.98,Unscheduled,Plant A,TX-300,Night,2025-05-03,8,75.34,2.95,3167.41,1953,60,10.03628962,0.12,1882,2746.4,5,0.085820337,2.797645681,89.69047619,Other,HMI Panel,Corrective,1894,3.916083916,2.981114111,Evening,23.61737015,10080,23884.17785,27364.43246,6686.529191,25.72550941,48850.18612,150,3663.0,16.62015443,3322.231792
MCH021,2025-05-13,168,155.57,92.95,Gearbox Failure,2.98,Emergency,Plant C,TX-300,Night,2025-04-22,2,79.84,2.26,3746.52,2500,60,10.98114213,0.12,1773,2691.4,14,0.07336087,1.864567757,78.67857143,Software,"Contactor, Fuse",Corrective,2290,6.288209607,33.40412543,Morning,26.75400191,10080,13456.86459,32501.85209,6231.921593,21.1516844,51276.84699,150,3750.0,17.94214541,-4819.82122
MCH042,2025-05-13,168,136.23,80.1,Power Outage,28.96,Emergency,Plant C,TX-300,Morning,2025-04-17,4,79.86,1.48,2643.16,1329,60,13.53162508,0.12,1758,2484.2,14,0.073729269,2.562531508,87.03571429,Other,"Sensor, Misc Part",Corrective,2060,5.566600398,3.656281163,Morning,29.1390672,11760,21637.97335,30037.97335,6715.030543,20.1540756,29861.91163,150,4734.0,13.33031624,-2320.700639
MCH014,2025-05-13,168,159.68,98.62,Gearbox Failure,45.93,Scheduled,Plant C,TX-300,Night,2025-04-04,2,40.2,1.72,3602.94,2500,60,13.02654322,0.12,1194,2679.4,9,0.095149105,2.475619602,78.5,Mechanical,Fuse,Corrective,1705,6.25199362,3.640141118,Evening,28.48391351,10080,16853.61318,33083.0828,5846.418562,21.13127061,42654.98603,150,526.5,-25.73460608,16402.58362
MCH011,2025-05-13,168,143.58,75.84,Gearbox Failure,18.66,Scheduled,Plant B,TX-200,Night,2025-05-02,4,51.33,1.35,1500.0,1449,60,13.7203614,0.12,1042,3300.4,17,0.09675696,1.675775249,82.44642857,Other,Shaft,Preventive,2060,6.003062787,3.586634009,Evening,21.56925355,8400,26794.97323,36354.26969,6378.913354,22.61740595,47410.25868,150,5911.5,4.794204296,2751.893879
MCH021,2025-05-13,168,131.88,11.9,Operator Delay,30.68,Scheduled,Plant C,TX-200,Night,2025-05-02,2,81.04,4.04,3052.65,1251,60,13.45797152,0.12,1796,2643.6,17,0.093162194,1.864567757,98.61309524,Electrical,"Sensor, Misc Part",Corrective,2126,6.003062787,2.74956638,Morning,29.96226933,10080,18560.68288,38198.98641,3771.020871,22.30096864,49937.03171,150,447.0,17.94214541,11337.9951
MCH025,2025-05-13,168,166.17,78.69,Power Outage,14.02,Scheduled,Plant B,TX-100,Morning,2025-04-05,2,46.17,2.26,3423.11,1449,60,13.63480524,0.12,1545,3107.0,15,0.075345785,1.966432823,11.9047619,Software,Gear,Corrective,1490,6.241486068,2.845080525,Night,26.67951181,11760,23561.60931,24338.13785,8030.018495,20.90188328,53165.43857,150,5068.5,-1.032217505,-4576.94988
MCH028,2025-05-13,168,164.49,72.62,Power Outage,43.79,Unscheduled,Plant A,TX-100,Night,2025-04-05,4,39.04,1.24,3070.37,1611,60,12.08504125,0.12,1449,3191.4,18,0.09780315,1.624682725,86.44047619,Electrical,Bearing,Corrective,1944,5.017921147,3.618755518,Evening,20.71105926,11760,23884.17785,30887.37175,6910.465124,23.62970844,44419.39886,150,2811.0,-25.73460608,-440.2922327
MCH024,2025-05-13,168,159.68,72.66,Electrical Fault,40.6,Emergency,Plant C,TX-100,Evening,2025-04-18,3,69.50297872,1.48,2643.16,1449,50,13.02654322,0.12,1695,2571.8,10,0.097521982,2.174893668,85.11904762,Software,Capacitor,Corrective,1964,4.955752212,2.800538715,Night,26.75400191,8400,16853.61318,27364.43246,6559.700543,19.8924859,39734.31104,150,1897.5,3.741631492,-4576.94988
MCH022,2025-05-13,168,164.49,79.74,Electrical Fault,3.03,Scheduled,Plant C,TX-100,Night,2025-03-27,2,69.50297872,2.24,2912.93,1330,60,10.43787544,0.12,1480,3289.8,9,0.075345785,2.174893668,88.89285714,Mechanical,Shaft,Corrective,1349,6.825304701,3.781314662,Morning,23.93248798,8400,21853.5745,32501.85209,5873.607018,23.45001484,35457.33346,150,2103.0,10.40313738,11062.97199
MCH030,2025-05-13,168,160.82,95.72,Gearbox Failure,18.92,Scheduled,Plant B,TX-200,Morning,2025-03-22,5,69.50297872,2.26,3580.12,2070,70,10.43787544,0.12,1094,3216.4,10,0.091835891,1.515068726,84.48809524,Mechanical,HMI Panel,Preventive,1777,7.578947368,3.5969051,Night,23.93248798,8400,26274.26969,33083.0828,3771.020871,21.77689326,49608.30132,150,1864.5,12.97098292,5160.819736
MCH038,2025-05-13,168,149.26,72.62,Gearbox Failure,35.82,Unscheduled,Plant B,TX-200,Evening,2025-04-30,1,40.98,2.48,3052.65,2271,50,11.13337179,0.12,1899,2728.8,19,0.093162194,2.496495396,80.10119048,Electrical,"Shaft, Bearing",Preventive,1946,6.869158879,3.656281163,Night,24.77142367,10080,24949.30648,37242.74472,4484.542766,21.17714671,55130.83736,150,4173.0,30.06021758,9066.61586
MCH044,2025-05-13,168,143.58,95.0,Gearbox Failure,40.6,Unscheduled,Plant B,TX-300,Morning,2025-04-23,1,40.2,2.63,3921.91,1691,60,13.96590134,0.12,1132,2484.2,13,0.090480612,3.299294794,88.21428571,Electrical,Firmware Chip,Preventive,1944,5.271966527,2.65329043,Evening,24.75623101,10080,18560.68288,33930.49865,6910.465124,26.42223946,47410.25868,150,3267.0,18.73134298,-89.12133801
MCH046,2025-05-13,168,128.59,76.54,Power Outage,26.06,Emergency,Plant A,TX-300,Evening,2025-05-01,7,44.86,1.22,3104.93,1615,50,10.3363929,0.12,1280,2440.0,10,0.073918129,2.210208607,81.21428571,Mechanical,PLC Module,Corrective,1676,6.825304701,2.947561646,Evening,25.56643638,10080,23850.49865,30887.37175,4230.111276,23.45001484,55130.83736,150,349.5,13.33031624,1825.700208
MCH009,2025-05-13,168,143.0,84.49,Power Outage,19.8,Scheduled,Plant A,TX-200,Morning,2025-04-21,0,132.2,2.38,3606.91,1727,70,12.93563968,0.12,1125,3111.4,6,0.096522648,1.515068726,88.8452381,Electrical,"Belt, Shaft",Preventive,2500,4.906542056,3.210360833,Evening,28.15217173,10080,25050.08653,29758.84466,6017.622233,18.74331158,51996.92862,150,4602.0,21.87380657,3809.024214
MCH047,2025-05-13,168,159.73,98.84,Electrical Fault,-1.79,Emergency,Plant B,TX-200,Night,2025-04-18,2,69.50297872,1.56,2774.42,1881,60,10.75688616,0.12,1662,2981.6,16,0.070991111,3.111729773,88.8452381,Mechanical,"Valve, Sensor",Corrective,1624,6.003062787,3.728178465,Morning,24.08278534,8400,21323.0828,38554.97323,5485.97216,22.17151994,48850.18612,150,6889.5,13.33031624,2509.456938
MCH021,2025-05-13,168,159.68,100.0,Power Outage,26.06,Scheduled,Plant C,TX-200,Evening,2025-05-04,4,69.50297872,1.48,2674.95,1611,50,10.71798929,0.12,1911,2459.0,7,0.097521982,3.234429962,80.10119048,Electrical,Fuse,Corrective,1311,5.880980163,3.057750294,Morning,26.37336593,10080,18964.43246,35096.03538,6707.506749,24.0726426,35848.57617,150,5274.0,7.676438434,18311.57757
MCH033,2025-05-13,168,141.94,95.05,Power Outage,11.84,Unscheduled,Plant C,TX-100,Evening,2025-04-12,4,83.08,1.2,3580.12,1796,70,10.91450065,0.12,1796,3079.6,7,0.085635703,1.0,89.29761905,Other,Bearing,Preventive,2186,4.559023066,2.50154422,Evening,29.20985664,8400,20476.39433,30320.68288,5485.97216,22.61740595,46459.25415,150,4423.5,-1.032217505,8199.621681
MCH046,2025-05-13,168,133.97,98.91,Operator Delay,35.82,Scheduled,Plant C,TX-100,Morning,2025-04-05,5,71.5,2.39,3110.78,1981,60,10.95476013,0.12,1204,2656.8,19,0.088502496,1.864567757,78.5,Other,Misc Part,Preventive,1256,4.958677686,3.985222559,Morning,21.84988671,8400,22256.80659,38198.98641,7020.398781,23.45001484,44759.40889,150,1077.0,-1.032217505,6651.111066
MCH_999,2025-05-13,168,169.79,72.62,Electrical Fault,40.6,Scheduled,Plant B,TX-100,Evening,2025-05-01,1,69.50297872,2.13,4034.79,1435,50,11.72896314,0.12,1662,3323.4,19,0.2,2.447939883,87.03571429,Electrical,Misc Part,Preventive,1311,5.880980163,3.778621989,Evening,21.56925355,10080,25050.08653,9701.479534,5197.795951,22.17151994,54950.51039,150,2598.0,-2.064458868,9998.549624
MCH018,2025-05-13,168,150.68,94.98,Operator Delay,17.98,Emergency,Plant C,TX-100,Evening,2025-03-22,7,40.69,3.25,2935.29,2271,60,13.36048601,0.12,1562,2860.0,17,0.084244306,3.181419972,92.95238095,Software,"Shaft, Gear",Preventive,2212,7.819148936,3.057750294,Night,25.74455436,10080,1301.479534,33930.49865,6715.030543,22.30096864,38579.75249,150,2103.0,20.41146489,-4819.82122
MCH039,2025-05-13,168,168.73,96.47,Preventive Maintenance,45.05,Emergency,Plant B,TX-200,Morning,2025-03-30,3,132.2,1.2,3796.76,1831,70,10.64160042,0.12,1359,3241.4,13,0.073967543,1.795478184,94.98214286,Electrical,"Shaft, Bearing",Preventive,2091,7.578947368,2.800538715,Night,25.74455436,10080,26274.26969,36810.08653,5718.330552,19.8924859,46310.37459,150,447.0,22.62491381,-8043.054767
MCH018,2025-05-13,168,150.68,97.91,Electrical Fault,45.93,Unscheduled,Plant B,TX-100,Evening,2025-04-26,3,70.09,1.84,3602.94,1831,70,11.50678145,0.12,1541,2803.6,14,0.0890374,2.185853729,11.9047619,Electrical,"Gear, Belt",Preventive,1237,7.37920937,3.738881149,Night,23.05994853,10080,23884.17785,35751.62941,8805.26776,16.75815431,35848.57617,150,4423.5,-0.215508387,95.44191174
MCH040,2025-05-13,168,164.49,79.74,Power Outage,8.27,Unscheduled,Plant A,TX-100,Morning,2025-05-05,2,73.11,1.48,3472.84,2250,60,10.46337543,0.12,1359,3321.0,9,0.09675696,2.257545252,72.61904762,Electrical,"Sensor, Misc Part",Corrective,2233,6.025104603,3.920946832,Evening,29.1390672,8400,21654.26082,38545.25439,4637.687394,24.24865207,39824.53112,150,1077.0,-1544.976208,8450.107565
MCH027,2025-05-13,168,131.88,72.62,Preventive Maintenance,25.0,Unscheduled,Plant C,TX-100,Night,2025-04-24,2,71.5,2.48,4034.79,2107,70,12.93563968,0.12,1863,3013.6,18,0.071594203,3.367383648,81.73809524,Electrical,Fuse,Corrective,2290,4.438573316,2.586880691,Night,28.06219311,10080,15161.43099,37242.74472,5718.330552,26.42223946,49937.03171,150,1776.0,10.40313738,8014.922698
MCH022,2025-05-13,168,124.21,80.1,Preventive Maintenance,36.12,Scheduled,Plant B,TX-300,Evening,2025-04-18,2,137.57,3.105957447,3040.67,1251,60,13.47264322,0.12,1280,2441.4,7,0.09675696,1.603270956,98.61309524,Electrical,"Contactor, Capacitor",Preventive,1711,9.25984252,3.656281163,Morning,26.5506465,8400,23475.53836,29758.84466,5719.593207,19.8924859,68913.21945,150,274.5,7.806146577,3322.231792
MCH048,2025-05-13,168,143.58,78.5,Power Outage,26.06,Unscheduled,Plant B,TX-200,Night,2025-03-31,0,64.3,4.32,3519.06,1611,60,10.00448045,0.12,1480,4000.0,19,0.0890374,2.668398969,72.66071429,Mechanical,"Bearing, Gear",Corrective,1946,3.916083916,3.80218422,Morning,28.15217173,11760,16711.33708,33555.53836,5718.330552,419.3244468,48897.30002,150,1240.5,24.16743703,-1305.23507
MCH031,2025-05-13,168,168.0,100.0,Preventive Maintenance,14.02,Emergency,Plant A,TX-100,Morning,2025-04-20,2,40.2,2.48,3456.06,1711,70,13.84848789,0.12,1760,2441.4,6,0.2,2.230713639,98.22619048,Electrical,"Contactor, Fuse",Preventive,1772,8.115942029,2.546953471,Morning,23.75633309,8400,25671.62941,38235.44534,5882.567218,21.55832654,29861.91163,150,274.5,23.78403617,3827.845214
MCH032,2025-05-13,168,150.68,73.19,Electrical Fault,-0.73,Scheduled,Plant A,TX-200,Morning,2025-04-19,3,40.2,1.24,3911.88,1712,60,10.43787544,0.12,1110,4000.0,10,0.077638808,3.367383648,100.4345238,Electrical,Shaft,Corrective,1624,5.640738668,3.778621989,Morning,26.67951181,10080,24949.30648,9701.479534,7849.057295,23.62970844,35637.16523,150,5068.5,23.41696001,8615.212089
MCH047,2025-05-13,168,132.84,73.19,Preventive Maintenance,45.05,Scheduled,Plant B,TX-300,Night,2025-05-04,2,75.34,3.62,2531.18,2203,60,13.63480524,0.12,1042,2459.0,9,0.074997269,1.966432823,11.9047619,Other,"Relay, Capacitor",Corrective,1441,9.25984252,3.864286766,Evening,25.81299635,11760,18259.44082,24338.13785,4230.111276,25.43058481,31818.42365,150,349.5,3.852691151,11397.20729
MCH048,2025-05-13,168,137.32,99.03,Operator Delay,5.93,Scheduled,Plant B,TX-200,Evening,2025-05-01,1,40.2,2.63,2935.29,1953,50,10.91450065,0.12,1882,2964.0,13,0.076909091,2.673070869,80.10119048,Mechanical,"Valve, Sensor",Corrective,1711,8.115942029,3.80218422,Night,20.71105926,10080,21459.61056,29758.84466,5719.593207,23.62970844,62019.23431,150,1264.5,8.611335162,5160.819736
MCH050,2025-05-13,168,149.08,88.74,Electrical Fault,46.0,Scheduled,Plant A,TX-100,Evening,2025-05-03,3,63.7,2.48,3674.35,2203,70,11.72896314,0.12,1068,2548.0,13,0.075246495,2.999232464,88.73809524,Mechanical,Fuse,Preventive,1946,6.025104603,3.640141118,Night,28.06219311,10080,24153.60294,21856.86459,7849.057295,22.49749286,29861.91163,150,526.5,8.611335162,8997.349526
MCH008,2025-05-13,168,168.73,98.62,Power Outage,1.83,Scheduled,Plant C,TX-300,Morning,2025-05-03,2,30.5,2.38,3580.12,1652,60,11.03475332,0.12,1899,2724.6,17,0.071365037,3.188881345,80.10119048,Software,PLC Module,Preventive,1647,7.819148936,2.74956638,Evening,25.99846343,11760,15161.43099,30556.39433,5882.567218,22.61740595,54565.75147,150,5911.5,13.25558471,14988.4594
MCH002,2025-05-13,168,134.57,87.04,Gearbox Failure,36.12,Scheduled,Plant B,TX-300,Evening,2025-04-26,4,150.02,2.38,3602.94,1695,50,13.96590134,0.12,1000,2679.4,10,0.090763501,1.624682725,79.74404762,Mechanical,PLC Module,Corrective,1665,6.021505376,2.50154422,Evening,29.20985664,10080,21323.0828,31933.5745,5737.495988,26.42223946,57724.56779,150,2103.0,23.41696001,-89.12133801
MCH029,2025-05-13,168,166.05,99.03,Gearbox Failure,11.84,Unscheduled,Plant B,TX-200,Evening,2025-04-21,0,136.23,2.13,3132.11,1611,50,10.98114213,0.12,1758,3395.8,14,0.090763501,2.627930184,88.8452381,Mechanical,"Misc Part, Valve",Preventive,1867,7.578947368,3.586634009,Morning,28.48391351,10080,17769.44639,36354.26969,5718.330552,24.14079988,35457.33346,150,22200.0,18.19385393,-2320.700639
MCH003,2025-05-13,168,159.68,88.84,Preventive Maintenance,26.06,Emergency,Plant B,TX-300,Night,2025-05-04,5,69.50297872,4.13,3070.37,2070,60,13.27978767,0.12,1068,3013.6,6,0.097964602,2.627930184,98.19642857,Electrical,Relay,Corrective,1697,5.230928905,3.5969051,Morning,23.61737015,10080,24153.60294,38198.98641,3771.020871,25.94505442,44419.39886,150,1776.0,17.94214541,3397.522233
MCH016,2025-05-13,168,137.57,81.74,Preventive Maintenance,39.41,Emergency,Plant B,TX-100,Evening,2025-05-01,2,36.3,1.35,2879.61,1712,50,12.93563968,0.12,1751,2684.2,14,0.067300586,2.562531508,88.89285714,Other,Capacitor,Preventive,1946,5.226666667,2.760630213,Night,28.48391351,11760,17457.02471,30887.37175,10030.96515,18.74331158,48850.18612,150,1776.0,-7.771440313,14988.4594
MCH011,2025-05-13,168,150.02,82.45,Electrical Fault,22.78,Unscheduled,Plant B,TX-300,Night,2025-04-18,0,65.94,3.25,3602.94,1449,50,10.91450065,0.12,1400,2644.0,14,0.073729269,3.188881345,73.93452381,Electrical,Relay,Preventive,1489,5.230928905,3.391593789,Night,25.99846343,8400,17886.73652,26933.61318,5314.453649,26.91416988,53165.43857,150,5104.5,19.3375793,2509.456938
MCH031,2025-05-13,168,141.94,98.23,Operator Delay,3.51,Unscheduled,Plant B,TX-200,Evening,2025-04-18,1,40.2,2.26,2729.65,1673,50,10.3363929,0.12,1562,2000.0,5,0.073967543,1.709738333,88.73809524,Mechanical,PLC Module,Corrective,1773,5.880980163,2.878763125,Night,26.37336593,11760,23475.53836,29758.84466,5814.404661,16.75815431,49886.08304,150,1240.5,20.41146489,8299.61179
MCH017,2025-05-13,168,122.07,82.45,Electrical Fault,12.65,Scheduled,Plant C,TX-100,Morning,2025-05-06,2,73.11,2.38,3052.65,1691,50,12.22472694,0.12,1507,3241.4,10,0.067300586,3.188881345,98.91071429,Electrical,"Shaft, Bearing",Preventive,1676,4.438573316,2.845080525,Evening,25.87385378,8400,21853.5745,30556.39433,5719.593207,27.61379811,45241.01722,150,3267.0,21.89911697,2751.893879
MCH050,2025-05-13,168,136.23,84.49,Operator Delay,35.82,Emergency,Plant A,TX-100,Morning,2025-04-12,3,64.3,3.25,3724.87,2203,70,12.28527577,0.12,1796,3395.8,14,0.095103489,3.299294794,83.44047619,Mechanical,Bearing,Corrective,1964,8.848758465,2.69700269,Evening,25.99846343,11760,18693.08951,31025.50136,5734.687488,19.3906659,38579.75249,150,1776.0,-0.215508387,-2320.700639
MCH016,2025-05-13,168,134.21,78.69,Preventive Maintenance,1.83,Unscheduled,Plant A,TX-300,Evening,2025-04-12,3,69.50297872,1.35,3638.17,1330,60,10.75688616,0.12,1899,2440.0,19,0.067300586,2.941032123,99.0297619,Electrical,Shaft,Preventive,1867,5.880980163,3.640141118,Evening,28.48391351,8400,15161.43099,35463.08709,6704.971735,20.90188328,48897.30002,150,6900.0,17.94214541,-89.12133801
MCH024,2025-05-13,168,159.68,79.89,Electrical Fault,30.68,Scheduled,Plant B,TX-200,Night,2025-05-03,2,44.86,2.86,3132.11,2203,50,10.3363929,0.12,1105,3289.8,8,0.097964602,1.624682725,85.11904762,Electrical,"Shaft, Belt",Preventive,2234,3.738317757,2.738407425,Night,28.48391351,11760,23850.49865,25582.12783,3724.716491,18.59930706,57724.56779,150,3267.0,17.70579866,14687.29977
MCH038,2025-05-13,168,122.0,11.9,Power Outage,39.41,Scheduled,Plant A,TX-200,Night,2025-04-27,2,69.50297872,2.88,4100.0,2226,60,13.52654853,0.12,1911,3395.8,14,0.068386932,2.496495396,100.0,Mechanical,Bearing,Preventive,1772,9.25984252,3.916455452,Evening,29.1390672,11760,26026.5692,38545.25439,4484.542766,419.3244468,47410.25868,150,1077.0,21.89911697,11397.20729
MCH040,2025-05-13,168,156.16,98.65,Power Outage,33.79,Scheduled,Plant B,TX-200,Evening,2025-03-21,2,36.3,3.25,3110.78,1953,50,13.45797152,0.12,1666,2656.8,17,0.073967543,2.210208607,81.08928571,Electrical,"Sensor, Misc Part",Preventive,1624,5.61247216,3.202809125,Night,21.84988671,10080,17457.02471,31933.5745,6910.465124,20.46910002,45241.01722,150,3417.0,17.94214541,5913.208951
MCH035,2025-05-13,168,140.18,79.07,Gearbox Failure,39.41,Unscheduled,Plant A,TX-100,Evening,2025-04-25,3,137.57,2.5,3149.95,1694,60,11.86188004,0.12,1105,2780.8,13,0.077177273,3.111729773,85.11904762,Mechanical,"Bearing, Gear",Preventive,1700,5.566600398,3.759920747,Night,28.19812586,8400,22256.80659,37875.62573,6686.529191,20.90188328,45241.01722,150,1248.0,16.62015443,-2320.700639
MCH040,2025-05-13,168,156.16,100.0,Preventive Maintenance,31.56,Emergency,Plant A,TX-100,Night,2025-03-30,4,64.3,1.56,3167.41,2247,50,10.07371087,0.12,1751,2724.6,12,0.088502496,5.0,81.73809524,Other,"Belt, Bearing",Corrective,2195,8.115942029,3.5969051,Night,24.08278534,8400,27162.74472,25857.02471,7020.398781,31.1836879,57724.56779,150,526.5,16.95874364,8615.212089
MCH032,2025-05-13,168,162.07,81.74,Electrical Fault,22.78,Scheduled,Plant C,TX-200,Morning,2025-03-18,2,136.44,2.48,1500.0,1711,50,10.75688616,0.12,1899,3193.6,5,0.084244306,1.515068726,92.60119048,Mechanical,Bearing,Preventive,2500,4.438573316,3.640141118,Evening,26.75400191,8400,17243.95805,27364.43246,6567.12687,20.93391501,35638.98525,150,1776.0,3.741631492,9958.600645
MCH042,2025-05-13,168,168.73,82.45,Power Outage,8.43,Unscheduled,Plant B,TX-300,Evening,2025-04-19,2,40.2,3.105957447,3823.25,1953,60,10.43787544,0.12,1000,3013.6,19,0.07125,2.627930184,81.73809524,Electrical,"HMI Panel, PLC Module",Preventive,1867,6.714628297,33.40412543,Night,25.99846343,10080,17243.95805,27849.44639,5734.687488,20.1540756,45241.01722,150,4173.0,-7.771440313,3809.024214
MCH045,2025-05-13,168,155.57,95.05,Power Outage,8.32,Scheduled,Plant C,TX-200,Evening,2025-03-22,1,41.42,2.63,3911.88,1881,60,10.71798929,0.12,1751,2644.0,14,0.071365037,3.184628071,85.11904762,Electrical,Capacitor,Corrective,2290,8.115942029,2.69700269,Evening,23.29313591,10080,22487.37175,32501.85209,5045.514825,21.55832654,51996.92862,150,4765.5,12.10478285,13404.07384
MCH008,2025-05-13,168,145.22,86.44,Power Outage,35.16,Emergency,Plant A,TX-200,Evening,2025-04-21,1,69.50297872,2.48,3052.65,1881,60,13.01479534,0.12,1110,3079.6,17,0.082908879,2.447939883,84.48809524,Mechanical,"Misc Part, Valve",Preventive,2500,5.345454545,2.947561646,Evening,28.95151927,10080,21654.26082,36354.26969,5814.404661,21.77819408,29861.91163,150,5274.0,17.70579866,18823.37307
